File_Name,Empowerment,Belonging,Incentivization,Reciprocity,Interest,Engagement,Cooperate
chat_8_business_0.txt,1,0,0,1,1,1,1
chat_8_business_1.txt,1,0,0,1,1,1,1
chat_8_business_2.txt,1,0,0,1,1,1,1
chat_8_business_3.txt,1,0,1,1,1,1,1
chat_8_business_4.txt,1,0,0,1,1,1,1
chat_8_business_5.txt,1,0,1,1,1,1,1
chat_8_business_6.txt,1,1,1,1,1,1,1
chat_8_business_7.txt,0,0,0,0,0,0,0
chat_8_business_8.txt,1,0,0,1,1,1,1
chat_8_business_9.txt,1,1,0,1,1,1,1
chat_8_contacting_0.txt,0,0,0,1,1,1,1
chat_8_contacting_1.txt,0,0,0,1,1,1,1
chat_8_contacting_2.txt,1,1,0,1,1,1,1
chat_8_contacting_3.txt,1,0,0,1,1,1,1
chat_8_contacting_4.txt,0,0,0,1,1,1,1
chat_8_contacting_5.txt,1,1,0,1,1,1,1
chat_8_contacting_6.txt,1,1,0,1,1,1,1
chat_8_contacting_7.txt,1,0,0,1,1,1,1
chat_8_contacting_8.txt,0,1,0,1,1,1,1
chat_8_contacting_9.txt,0,0,0,1,1,1,1
chat_8_relationship_0.txt,1,1,0,1,1,1,1
chat_8_relationship_1.txt,1,1,0,1,1,1,1
chat_8_relationship_2.txt,1,1,0,1,1,1,1
chat_8_relationship_3.txt,1,1,0,1,1,1,1
chat_8_relationship_4.txt,1,1,0,1,1,1,1
chat_8_relationship_5.txt,1,1,0,1,1,1,1
chat_8_relationship_6.txt,1,1,0,1,1,1,1
chat_8_relationship_7.txt,1,1,0,1,1,1,1
chat_8_relationship_8.txt,1,1,0,1,1,1,1
chat_8_relationship_9.txt,1,1,0,1,1,1,1
chat_8_saler_0.txt,1,0,0,1,1,1,1
chat_8_saler_1.txt,1,0,1,1,1,1,1
chat_8_saler_2.txt,1,0,0,1,1,1,1
chat_8_saler_3.txt,1,0,1,1,1,1,1
chat_8_saler_4.txt,1,0,0,1,1,1,1
chat_8_saler_5.txt,0,0,0,1,1,1,1
chat_8_saler_6.txt,0,0,1,1,1,1,1
chat_8_saler_7.txt,1,0,0,1,1,1,1
chat_8_saler_8.txt,1,1,0,1,1,1,1
chat_8_saler_9.txt,1,0,0,1,1,1,1
chat_8_streamer_0.txt,0,0,0,0,0,0,0
chat_8_streamer_1.txt,0,1,1,1,1,1,1
chat_8_streamer_2.txt,1,1,1,1,1,1,1
chat_8_streamer_3.txt,0,0,0,1,1,1,1
chat_8_streamer_4.txt,1,1,1,1,1,1,1
chat_8_streamer_5.txt,1,1,1,1,1,1,1
chat_8_streamer_6.txt,0,1,1,1,1,1,1
chat_8_streamer_7.txt,0,0,0,0,1,1,0
chat_8_streamer_8.txt,1,0,0,1,1,1,1
chat_8_streamer_9.txt,1,1,1,1,1,1,1
