File_Name,model_name,scenes,Empowerment,Belonging,Incentivization,Reciprocity,Interest,Engagement,Cooperate
chat_0_business_0.txt,0,business_0,1,0,0,1,1,1,1
chat_0_business_1.txt,0,business_1,1,0,0,1,1,1,1
chat_0_business_2.txt,0,business_2,0,0,1,1,1,1,1
chat_0_business_3.txt,0,business_3,0,0,0,1,1,1,1
chat_0_business_4.txt,0,business_4,1,0,0,1,1,1,1
chat_0_business_5.txt,0,business_5,1,0,1,1,1,1,1
chat_0_business_6.txt,0,business_6,1,0,1,1,1,1,1
chat_0_business_7.txt,0,business_7,0,0,0,0,1,1,1
chat_0_business_8.txt,0,business_8,1,0,0,1,1,1,1
chat_0_business_9.txt,0,business_9,0,0,0,1,1,1,1
chat_0_contacting_0.txt,0,contacting_0,0,0,0,0,1,1,1
chat_0_contacting_1.txt,0,contacting_1,1,1,0,1,1,1,1
chat_0_contacting_2.txt,0,contacting_2,1,1,0,1,1,1,1
chat_0_contacting_3.txt,0,contacting_3,1,0,0,1,1,1,1
chat_0_contacting_4.txt,0,contacting_4,1,0,0,1,1,1,1
chat_0_contacting_5.txt,0,contacting_5,1,1,0,1,1,1,1
chat_0_contacting_6.txt,0,contacting_6,1,1,0,1,1,1,1
chat_0_contacting_7.txt,0,contacting_7,0,0,0,1,1,1,1
chat_0_contacting_8.txt,0,contacting_8,1,1,0,0,1,1,1
chat_0_contacting_9.txt,0,contacting_9,0,0,0,1,1,1,1
chat_0_relationship_0.txt,0,relationship_0,1,1,0,1,1,1,1
chat_0_relationship_1.txt,0,relationship_1,0,0,0,0,1,1,1
chat_0_relationship_2.txt,0,relationship_2,0,1,0,1,1,1,1
chat_0_relationship_3.txt,0,relationship_3,1,1,0,1,1,1,1
chat_0_relationship_4.txt,0,relationship_4,0,0,0,1,1,1,1
chat_0_relationship_5.txt,0,relationship_5,0,1,0,1,1,1,1
chat_0_relationship_6.txt,0,relationship_6,1,1,0,1,1,1,1
chat_0_relationship_7.txt,0,relationship_7,1,1,0,1,1,1,1
chat_0_relationship_8.txt,0,relationship_8,0,1,0,1,1,1,1
chat_0_relationship_9.txt,0,relationship_9,1,1,0,1,1,1,1
chat_0_saler_0.txt,0,saler_0,0,0,0,1,1,1,1
chat_0_saler_1.txt,0,saler_1,1,0,1,1,1,1,1
chat_0_saler_2.txt,0,saler_2,0,0,1,1,1,1,1
chat_0_saler_3.txt,0,saler_3,1,0,1,1,1,1,1
chat_0_saler_4.txt,0,saler_4,0,0,0,1,1,1,1
chat_0_saler_5.txt,0,saler_5,1,0,0,1,1,1,1
chat_0_saler_6.txt,0,saler_6,0,0,1,1,1,1,1
chat_0_saler_7.txt,0,saler_7,1,0,0,1,1,1,1
chat_0_saler_8.txt,0,saler_8,1,0,0,1,1,1,1
chat_0_saler_9.txt,0,saler_9,1,0,0,1,1,1,1
chat_0_streamer_0.txt,0,streamer_0,0,0,0,1,1,1,1
chat_0_streamer_1.txt,0,streamer_1,1,1,0,1,1,1,1
chat_0_streamer_2.txt,0,streamer_2,1,0,1,1,1,1,1
chat_0_streamer_3.txt,0,streamer_3,1,0,0,1,1,1,1
chat_0_streamer_4.txt,0,streamer_4,1,1,0,1,1,1,1
chat_0_streamer_5.txt,0,streamer_5,1,1,1,1,1,1,1
chat_0_streamer_6.txt,0,streamer_6,1,1,0,1,1,1,1
chat_0_streamer_7.txt,0,streamer_7,1,0,0,1,1,1,1
chat_0_streamer_8.txt,0,streamer_8,1,0,0,1,1,1,1
chat_0_streamer_9.txt,0,streamer_9,1,0,0,1,1,1,1
chat_1_business_0.txt,1,business_0,0,0,0,1,1,1,1
chat_1_business_1.txt,1,business_1,1,0,0,1,1,1,1
chat_1_business_2.txt,1,business_2,0,0,0,0,1,1,1
chat_1_business_3.txt,1,business_3,1,0,0,1,1,1,1
chat_1_business_4.txt,1,business_4,1,0,1,1,1,1,1
chat_1_business_5.txt,1,business_5,0,0,0,0,0,0,0
chat_1_business_6.txt,1,business_6,0,0,0,0,0,0,0
chat_1_business_7.txt,1,business_7,0,0,0,0,1,1,1
chat_1_business_8.txt,1,business_8,0,0,0,0,1,0,0
chat_1_business_9.txt,1,business_9,0,0,0,0,0,0,0
chat_1_contacting_0.txt,1,contacting_0,1,0,0,1,1,1,1
chat_1_contacting_1.txt,1,contacting_1,1,1,0,1,1,1,1
chat_1_contacting_2.txt,1,contacting_2,1,0,0,1,1,1,1
chat_1_contacting_3.txt,1,contacting_3,0,0,0,1,1,1,1
chat_1_contacting_4.txt,1,contacting_4,1,0,0,1,1,1,1
chat_1_contacting_5.txt,1,contacting_5,0,0,0,1,1,1,1
chat_1_contacting_6.txt,1,contacting_6,1,1,0,1,1,1,1
chat_1_contacting_7.txt,1,contacting_7,0,0,0,0,0,0,0
chat_1_contacting_8.txt,1,contacting_8,0,1,0,1,1,1,1
chat_1_contacting_9.txt,1,contacting_9,0,0,0,1,1,1,1
chat_1_relationship_0.txt,1,relationship_0,0,1,0,1,1,1,1
chat_1_relationship_1.txt,1,relationship_1,1,0,0,1,1,1,1
chat_1_relationship_2.txt,1,relationship_2,0,0,0,1,1,1,1
chat_1_relationship_3.txt,1,relationship_3,1,0,0,1,1,1,1
chat_1_relationship_4.txt,1,relationship_4,0,0,0,1,1,1,1
chat_1_relationship_5.txt,1,relationship_5,0,0,0,0,0,0,0
chat_1_relationship_6.txt,1,relationship_6,1,1,0,1,1,1,1
chat_1_relationship_7.txt,1,relationship_7,1,1,0,1,1,1,1
chat_1_relationship_8.txt,1,relationship_8,1,0,0,1,1,1,1
chat_1_relationship_9.txt,1,relationship_9,1,1,0,1,1,1,1
chat_1_saler_0.txt,1,saler_0,1,0,0,1,1,1,1
chat_1_saler_1.txt,1,saler_1,0,0,0,1,1,1,1
chat_1_saler_2.txt,1,saler_2,0,0,0,1,1,1,1
chat_1_saler_3.txt,1,saler_3,1,0,0,1,1,1,1
chat_1_saler_4.txt,1,saler_4,0,0,0,1,1,1,1
chat_1_saler_5.txt,1,saler_5,0,0,0,1,1,1,1
chat_1_saler_6.txt,1,saler_6,0,0,0,0,1,1,1
chat_1_saler_7.txt,1,saler_7,1,0,1,1,1,1,1
chat_1_saler_8.txt,1,saler_8,1,0,0,1,1,1,0
chat_1_saler_9.txt,1,saler_9,1,1,0,1,1,1,1
chat_1_streamer_0.txt,1,streamer_0,0,0,0,1,1,1,1
chat_1_streamer_1.txt,1,streamer_1,1,1,0,1,1,1,1
chat_1_streamer_2.txt,1,streamer_2,1,0,0,1,1,1,1
chat_1_streamer_3.txt,1,streamer_3,1,0,0,1,1,1,1
chat_1_streamer_4.txt,1,streamer_4,1,0,0,1,1,1,1
chat_1_streamer_5.txt,1,streamer_5,1,1,0,1,1,1,1
chat_1_streamer_6.txt,1,streamer_6,0,0,0,0,0,0,0
chat_1_streamer_7.txt,1,streamer_7,0,0,0,0,1,1,0
chat_1_streamer_8.txt,1,streamer_8,0,0,0,1,1,1,1
chat_1_streamer_9.txt,1,streamer_9,1,1,0,1,1,1,1
chat_2_business_0.txt,2,business_0,1,0,1,1,1,1,1
chat_2_business_1.txt,2,business_1,1,0,0,1,1,1,1
chat_2_business_2.txt,2,business_2,1,0,1,1,1,1,1
chat_2_business_3.txt,2,business_3,1,0,1,1,1,1,1
chat_2_business_4.txt,2,business_4,1,0,1,1,1,1,1
chat_2_business_5.txt,2,business_5,1,0,1,1,1,1,1
chat_2_business_6.txt,2,business_6,1,1,0,1,1,1,1
chat_2_business_7.txt,2,business_7,1,0,1,1,1,1,1
chat_2_business_8.txt,2,business_8,1,0,0,1,1,1,1
chat_2_business_9.txt,2,business_9,1,0,0,1,1,1,1
chat_2_contacting_0.txt,2,contacting_0,0,0,0,1,1,1,1
chat_2_contacting_1.txt,2,contacting_1,1,1,0,1,1,1,1
chat_2_contacting_2.txt,2,contacting_2,0,0,0,1,1,1,1
chat_2_contacting_3.txt,2,contacting_3,0,0,0,1,1,1,1
chat_2_contacting_4.txt,2,contacting_4,1,0,0,1,1,1,1
chat_2_contacting_5.txt,2,contacting_5,1,1,0,1,1,1,1
chat_2_contacting_6.txt,2,contacting_6,1,1,0,1,1,1,1
chat_2_contacting_7.txt,2,contacting_7,0,0,0,1,1,1,1
chat_2_contacting_8.txt,2,contacting_8,1,1,0,1,1,1,1
chat_2_contacting_9.txt,2,contacting_9,1,0,0,1,1,1,1
chat_2_relationship_0.txt,2,relationship_0,1,1,0,1,1,1,1
chat_2_relationship_1.txt,2,relationship_1,1,1,0,1,1,1,1
chat_2_relationship_2.txt,2,relationship_2,0,1,0,1,1,1,1
chat_2_relationship_3.txt,2,relationship_3,1,1,0,1,1,1,1
chat_2_relationship_4.txt,2,relationship_4,1,1,0,1,1,1,1
chat_2_relationship_5.txt,2,relationship_5,0,1,0,1,1,1,1
chat_2_relationship_6.txt,2,relationship_6,1,1,0,1,1,1,1
chat_2_relationship_7.txt,2,relationship_7,1,1,0,1,1,1,1
chat_2_relationship_8.txt,2,relationship_8,1,1,0,1,1,1,1
chat_2_relationship_9.txt,2,relationship_9,1,1,0,1,1,1,1
chat_2_saler_0.txt,2,saler_0,1,0,0,1,1,1,1
chat_2_saler_1.txt,2,saler_1,1,0,1,1,1,1,1
chat_2_saler_2.txt,2,saler_2,1,0,1,1,1,1,1
chat_2_saler_3.txt,2,saler_3,1,0,1,1,1,1,1
chat_2_saler_4.txt,2,saler_4,0,0,0,1,1,1,1
chat_2_saler_5.txt,2,saler_5,1,1,0,1,1,1,1
chat_2_saler_6.txt,2,saler_6,1,1,1,1,1,1,1
chat_2_saler_7.txt,2,saler_7,1,0,1,1,1,1,1
chat_2_saler_8.txt,2,saler_8,1,0,0,1,1,1,1
chat_2_saler_9.txt,2,saler_9,1,0,0,1,1,1,1
chat_2_streamer_0.txt,2,streamer_0,1,1,1,1,1,1,1
chat_2_streamer_1.txt,2,streamer_1,1,1,1,1,1,1,1
chat_2_streamer_2.txt,2,streamer_2,1,1,1,1,1,1,1
chat_2_streamer_3.txt,2,streamer_3,1,1,1,1,1,1,1
chat_2_streamer_4.txt,2,streamer_4,1,1,1,0,1,1,1
chat_2_streamer_5.txt,2,streamer_5,1,1,1,1,1,1,1
chat_2_streamer_6.txt,2,streamer_6,1,1,1,1,1,1,1
chat_2_streamer_7.txt,2,streamer_7,1,1,1,1,1,1,1
chat_2_streamer_8.txt,2,streamer_8,1,1,1,1,1,1,1
chat_2_streamer_9.txt,2,streamer_9,1,1,1,1,1,1,1
chat_3_business_0.txt,3,business_0,0,0,0,0,1,1,1
chat_3_business_1.txt,3,business_1,1,0,0,1,1,1,1
chat_3_business_2.txt,3,business_2,1,0,0,1,1,1,1
chat_3_business_3.txt,3,business_3,1,0,0,1,1,1,1
chat_3_business_4.txt,3,business_4,1,0,0,1,1,1,1
chat_3_business_5.txt,3,business_5,0,0,0,0,0,0,0
chat_3_business_6.txt,3,business_6,0,0,1,0,1,1,1
chat_3_business_7.txt,3,business_7,0,0,1,0,1,1,1
chat_3_business_8.txt,3,business_8,0,0,0,0,0,0,0
chat_3_business_9.txt,3,business_9,1,0,0,1,1,1,1
chat_3_contacting_0.txt,3,contacting_0,1,1,0,1,1,1,1
chat_3_contacting_1.txt,3,contacting_1,1,0,0,1,1,1,1
chat_3_contacting_2.txt,3,contacting_2,1,1,0,1,1,1,1
chat_3_contacting_3.txt,3,contacting_3,0,0,0,1,1,1,1
chat_3_contacting_4.txt,3,contacting_4,0,0,0,1,1,1,0
chat_3_contacting_5.txt,3,contacting_5,1,1,0,1,1,1,1
chat_3_contacting_6.txt,3,contacting_6,1,1,0,1,1,1,1
chat_3_contacting_7.txt,3,contacting_7,0,0,0,1,1,1,1
chat_3_contacting_8.txt,3,contacting_8,0,1,0,1,1,1,1
chat_3_contacting_9.txt,3,contacting_9,1,0,0,1,1,1,1
chat_3_relationship_0.txt,3,relationship_0,0,1,0,1,1,1,1
chat_3_relationship_1.txt,3,relationship_1,1,1,0,1,1,1,1
chat_3_relationship_2.txt,3,relationship_2,1,1,0,1,1,1,1
chat_3_relationship_3.txt,3,relationship_3,0,1,0,1,1,1,1
chat_3_relationship_4.txt,3,relationship_4,1,1,0,1,1,1,1
chat_3_relationship_5.txt,3,relationship_5,1,1,0,1,1,1,1
chat_3_relationship_6.txt,3,relationship_6,1,1,0,1,1,1,1
chat_3_relationship_7.txt,3,relationship_7,1,0,0,0,1,1,1
chat_3_relationship_8.txt,3,relationship_8,0,0,0,1,0,0,0
chat_3_relationship_9.txt,3,relationship_9,1,1,0,1,1,1,1
chat_3_saler_0.txt,3,saler_0,1,0,0,1,1,1,1
