File_Name,Empowerment,Belonging,Incentivization,Reciprocity,Interest,Engagement,Cooperate
chat_0_business_0.txt,1,0,0,1,1,1,1
chat_0_business_1.txt,1,0,0,1,1,1,1
chat_0_business_2.txt,0,0,1,1,1,1,1
chat_0_business_3.txt,0,0,0,1,1,1,1
chat_0_business_4.txt,1,0,0,1,1,1,1
chat_0_business_5.txt,1,0,1,1,1,1,1
chat_0_business_6.txt,1,0,1,1,1,1,1
chat_0_business_7.txt,0,0,0,0,1,1,1
chat_0_business_8.txt,1,0,0,1,1,1,1
chat_0_business_9.txt,0,0,0,1,1,1,1
chat_0_contacting_0.txt,0,0,0,0,1,1,1
chat_0_contacting_1.txt,1,1,0,1,1,1,1
chat_0_contacting_2.txt,1,1,0,1,1,1,1
chat_0_contacting_3.txt,1,0,0,1,1,1,1
chat_0_contacting_4.txt,1,0,0,1,1,1,1
chat_0_contacting_5.txt,1,1,0,1,1,1,1
chat_0_contacting_6.txt,1,1,0,1,1,1,1
chat_0_contacting_7.txt,0,0,0,1,1,1,1
chat_0_contacting_8.txt,1,1,0,0,1,1,1
chat_0_contacting_9.txt,0,0,0,1,1,1,1
chat_0_relationship_0.txt,1,1,0,1,1,1,1
chat_0_relationship_1.txt,0,0,0,0,1,1,1
chat_0_relationship_2.txt,0,1,0,1,1,1,1
chat_0_relationship_3.txt,1,1,0,1,1,1,1
chat_0_relationship_4.txt,0,0,0,1,1,1,1
chat_0_relationship_5.txt,0,1,0,1,1,1,1
chat_0_relationship_6.txt,1,1,0,1,1,1,1
chat_0_relationship_7.txt,1,1,0,1,1,1,1
chat_0_relationship_8.txt,0,1,0,1,1,1,1
chat_0_relationship_9.txt,1,1,0,1,1,1,1
chat_0_saler_0.txt,0,0,0,1,1,1,1
chat_0_saler_1.txt,1,0,1,1,1,1,1
chat_0_saler_2.txt,0,0,1,1,1,1,1
chat_0_saler_3.txt,1,0,1,1,1,1,1
chat_0_saler_4.txt,0,0,0,1,1,1,1
chat_0_saler_5.txt,1,0,0,1,1,1,1
chat_0_saler_6.txt,0,0,1,1,1,1,1
chat_0_saler_7.txt,1,0,0,1,1,1,1
chat_0_saler_8.txt,1,0,0,1,1,1,1
chat_0_saler_9.txt,1,0,0,1,1,1,1
chat_0_streamer_0.txt,0,0,0,1,1,1,1
chat_0_streamer_1.txt,1,1,0,1,1,1,1
chat_0_streamer_2.txt,1,0,1,1,1,1,1
chat_0_streamer_3.txt,1,0,0,1,1,1,1
chat_0_streamer_4.txt,1,1,0,1,1,1,1
chat_0_streamer_5.txt,1,1,1,1,1,1,1
chat_0_streamer_6.txt,1,1,0,1,1,1,1
chat_0_streamer_7.txt,1,0,0,1,1,1,1
chat_0_streamer_8.txt,1,0,0,1,1,1,1
chat_0_streamer_9.txt,1,0,0,1,1,1,1
